event_key,event_name,event_type,event_location,event_location_size,event_begin_date,event_end_date,city
777,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/5/2018,2/5/2018,Denver
778,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/6/2018,2/6/2018,Vancouver
779,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/8/2018,2/8/2018,Vancouver
780,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/9/2018,2/9/2018,Denver
781,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/9/2018,2/9/2018,Vancouver
782,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/10/2018,2/10/2018,Denver
783,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/11/2018,2/11/2018,Vancouver
784,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/13/2018,2/13/2018,Denver
785,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/14/2018,2/14/2018,Vancouver
786,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/15/2018,2/15/2018,Denver
787,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/15/2018,2/15/2018,Vancouver
788,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/17/2018,2/17/2018,Vancouver
789,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/20/2018,2/20/2018,Vancouver
790,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/23/2018,2/23/2018,Denver
791,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/23/2018,2/23/2018,Vancouver
792,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/25/2018,2/25/2018,Denver
793,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/25/2018,2/25/2018,Vancouver
794,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/26/2018,2/26/2018,Vancouver
795,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/27/2018,2/27/2018,Denver
796,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/28/2018,2/28/2018,Vancouver
797,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/2/2018,3/2/2018,Denver
798,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/2/2018,3/2/2018,Vancouver
799,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/3/2018,3/3/2018,Denver
800,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/5/2018,3/5/2018,Vancouver
801,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/6/2018,3/6/2018,Denver
802,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/7/2018,3/7/2018,Denver
803,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/7/2018,3/7/2018,Vancouver
804,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/9/2018,3/9/2018,Denver
805,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/9/2018,3/9/2018,Vancouver
806,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/11/2018,3/11/2018,Denver
807,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/11/2018,3/11/2018,Vancouver
808,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/12/2018,3/12/2018,Vancouver
809,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/13/2018,3/13/2018,Denver
810,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/14/2018,3/14/2018,Vancouver
811,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/15/2018,3/15/2018,Denver
812,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/17/2018,3/17/2018,Denver
813,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/17/2018,3/17/2018,Vancouver
814,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/19/2018,3/19/2018,Denver
815,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/20/2018,3/20/2018,Vancouver
816,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/21/2018,3/21/2018,Denver
817,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/22/2018,3/22/2018,Vancouver
818,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/23/2018,3/23/2018,Denver
819,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/23/2018,3/23/2018,Vancouver
820,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/25/2018,3/25/2018,Vancouver
821,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/26/2018,3/26/2018,Denver
822,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/27/2018,3/27/2018,Denver
823,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/27/2018,3/27/2018,Vancouver
824,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/29/2018,3/29/2018,Vancouver
825,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/30/2018,3/30/2018,Denver
826,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/31/2018,3/31/2018,Vancouver
827,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,4/1/2018,4/1/2018,Denver
828,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,4/3/2018,4/3/2018,Denver
829,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,4/3/2018,4/3/2018,Vancouver
830,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,4/5/2018,4/5/2018,Denver
831,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,4/5/2018,4/5/2018,Vancouver
832,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,4/7/2018,4/7/2018,Denver
833,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,4/7/2018,4/7/2018,Vancouver
834,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,4/9/2018,4/9/2018,Denver
835,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,4/11/2018,4/11/2018,Denver
836,football,sport,"1733 Bryant St, Denver, CO 80204",76125,9/9/2018,9/9/2018,Denver
837,football,sport,"1734 Bryant St, Denver, CO 80204",76125,9/16/2018,9/16/2018,Denver
838,football,sport,"1735 Bryant St, Denver, CO 80204",76125,9/23/2018,9/23/2018,Denver
839,football,sport,"1736 Bryant St, Denver, CO 80204",76125,10/1/2018,10/1/2018,Denver
840,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/3/2018,10/3/2018,Vancouver
841,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/6/2018,10/6/2018,Vancouver
842,football,sport,"1737 Bryant St, Denver, CO 80204",76125,10/7/2018,10/7/2018,Denver
843,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/9/2018,10/9/2018,Vancouver
844,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/11/2018,10/11/2018,Vancouver
845,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/13/2018,10/13/2018,Vancouver
846,football,sport,"1738 Bryant St, Denver, CO 80204",76125,10/14/2018,10/14/2018,Denver
847,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/16/2018,10/16/2018,Vancouver
848,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,10/17/2018,10/17/2018,Denver
849,football,sport,"1739 Bryant St, Denver, CO 80204",76125,10/18/2018,10/18/2018,Denver
850,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/18/2018,10/18/2018,Vancouver
851,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,10/20/2018,10/20/2018,Denver
852,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/20/2018,10/20/2018,Vancouver
853,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,10/21/2018,10/21/2018,Denver
854,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/22/2018,10/22/2018,Vancouver
855,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,10/23/2018,10/23/2018,Denver
856,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/24/2018,10/24/2018,Vancouver
857,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,10/25/2018,10/25/2018,Denver
858,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/25/2018,10/25/2018,Vancouver
859,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/27/2018,10/27/2018,Vancouver
860,football,sport,"1740 Bryant St, Denver, CO 80204",76125,10/28/2018,10/28/2018,Denver
861,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,10/29/2018,10/29/2018,Denver
862,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/29/2018,10/29/2018,Vancouver
863,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,10/31/2018,10/31/2018,Denver
864,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/31/2018,10/31/2018,Vancouver
865,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/1/2018,11/1/2018,Denver
866,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/2/2018,11/2/2018,Vancouver
867,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/3/2018,11/3/2018,Denver
868,football,sport,"1741 Bryant St, Denver, CO 80204",76125,11/4/2018,11/4/2018,Denver
869,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/5/2018,11/5/2018,Denver
870,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/6/2018,11/6/2018,Vancouver
871,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/7/2018,11/7/2018,Denver
872,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/8/2018,11/8/2018,Vancouver
873,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/9/2018,11/9/2018,Denver
874,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/10/2018,11/10/2018,Vancouver
875,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/11/2018,11/11/2018,Denver
876,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/12/2018,11/12/2018,Vancouver
877,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/13/2018,11/13/2018,Denver
878,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/13/2018,11/13/2018,Vancouver
879,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/15/2018,11/15/2018,Denver
880,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/15/2018,11/15/2018,Vancouver
881,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/17/2018,11/17/2018,Denver
882,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/17/2018,11/17/2018,Vancouver
883,football,sport,"1742 Bryant St, Denver, CO 80204",76125,11/18/2018,11/18/2018,Denver
884,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/19/2018,11/19/2018,Denver
885,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/19/2018,11/19/2018,Vancouver
886,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/21/2018,11/21/2018,Denver
887,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/21/2018,11/21/2018,Vancouver
888,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/23/2018,11/23/2018,Denver
889,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/23/2018,11/23/2018,Vancouver
890,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/24/2018,11/24/2018,Denver
891,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/24/2018,11/24/2018,Vancouver
892,football,sport,"1743 Bryant St, Denver, CO 80204",76125,11/25/2018,11/25/2018,Denver
893,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/27/2018,11/27/2018,Denver
894,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/27/2018,11/27/2018,Vancouver
895,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/29/2018,11/29/2018,Vancouver
896,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/30/2018,11/30/2018,Denver
897,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/1/2018,12/1/2018,Vancouver
898,football,sport,"1744 Bryant St, Denver, CO 80204",76125,12/2/2018,12/2/2018,Denver
899,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/3/2018,12/3/2018,Denver
900,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/4/2018,12/4/2018,Vancouver
901,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/5/2018,12/5/2018,Denver
902,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/6/2018,12/6/2018,Vancouver
903,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/7/2018,12/7/2018,Denver
904,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/8/2018,12/8/2018,Denver
905,football,sport,"1745 Bryant St, Denver, CO 80204",76125,12/9/2018,12/9/2018,Denver
906,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/9/2018,12/9/2018,Vancouver
907,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/10/2018,12/10/2018,Denver
908,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/11/2018,12/11/2018,Vancouver
909,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/13/2018,12/13/2018,Vancouver
910,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/14/2018,12/14/2018,Denver
911,football,sport,"1746 Bryant St, Denver, CO 80204",76125,12/15/2018,12/15/2018,Denver
912,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/15/2018,12/15/2018,Vancouver
913,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/16/2018,12/16/2018,Denver
914,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/16/2018,12/16/2018,Vancouver
915,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/18/2018,12/18/2018,Denver
916,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/18/2018,12/18/2018,Vancouver
917,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/20/2018,12/20/2018,Vancouver
918,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/22/2018,12/22/2018,Denver
919,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/22/2018,12/22/2018,Vancouver
920,football,sport,"1747 Bryant St, Denver, CO 80204",76125,12/24/2018,12/24/2018,Denver
921,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/26/2018,12/26/2018,Denver
922,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/27/2018,12/27/2018,Vancouver
923,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/28/2018,12/28/2018,Denver
924,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/29/2018,12/29/2018,Denver
925,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/29/2018,12/29/2018,Vancouver
926,football,sport,"1748 Bryant St, Denver, CO 80204",76125,12/30/2018,12/30/2018,Denver
927,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/1/2019,1/1/2019,Denver
928,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/2/2019,1/2/2019,Vancouver
929,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/3/2019,1/3/2019,Denver
930,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/3/2019,1/3/2019,Vancouver
931,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/5/2019,1/5/2019,Denver
932,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/5/2019,1/5/2019,Vancouver
933,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/7/2019,1/7/2019,Denver
934,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/8/2019,1/8/2019,Denver
935,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/10/2019,1/10/2019,Denver
936,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/10/2019,1/10/2019,Vancouver
937,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/12/2019,1/12/2019,Denver
938,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/13/2019,1/13/2019,Denver
939,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/13/2019,1/13/2019,Vancouver
940,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/15/2019,1/15/2019,Denver
941,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/16/2019,1/16/2019,Vancouver
942,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/17/2019,1/17/2019,Denver
943,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/18/2019,1/18/2019,Vancouver
944,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/19/2019,1/19/2019,Denver
945,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/20/2019,1/20/2019,Vancouver
946,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/23/2019,1/23/2019,Denver
947,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/23/2019,1/23/2019,Vancouver
948,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/25/2019,1/25/2019,Denver
949,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/26/2019,1/26/2019,Denver
950,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/28/2019,1/28/2019,Denver
951,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/30/2019,1/30/2019,Denver
952,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/1/2019,2/1/2019,Denver
953,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/2/2019,2/2/2019,Denver
954,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/2/2019,2/2/2019,Vancouver
955,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/4/2019,2/4/2019,Denver
956,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/4/2019,2/4/2019,Vancouver
957,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/5/2019,2/5/2019,Vancouver
958,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/6/2019,2/6/2019,Denver
959,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/7/2019,2/7/2019,Vancouver
960,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/8/2019,2/8/2019,Denver
961,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/9/2019,2/9/2019,Vancouver
962,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/11/2019,2/11/2019,Denver
963,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/11/2019,2/11/2019,Vancouver
964,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/13/2019,2/13/2019,Denver
965,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/13/2019,2/13/2019,Vancouver
966,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/14/2019,2/14/2019,Vancouver
967,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/16/2019,2/16/2019,Vancouver
968,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/21/2019,2/21/2019,Vancouver
969,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/22/2019,2/22/2019,Denver
970,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/23/2019,2/23/2019,Vancouver
971,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/24/2019,2/24/2019,Denver
972,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/25/2019,2/25/2019,Vancouver
973,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/26/2019,2/26/2019,Denver
974,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/27/2019,2/27/2019,Vancouver
975,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/28/2019,2/28/2019,Denver
976,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/28/2019,2/28/2019,Vancouver
977,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/2/2019,3/2/2019,Denver
978,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/3/2019,3/3/2019,Vancouver
979,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/4/2019,3/4/2019,Denver
980,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/6/2019,3/6/2019,Denver
981,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/6/2019,3/6/2019,Vancouver
982,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/7/2019,3/7/2019,Vancouver
983,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/8/2019,3/8/2019,Denver
984,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/9/2019,3/9/2019,Vancouver
985,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/12/2019,3/12/2019,Denver
986,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/13/2019,3/13/2019,Vancouver
987,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/14/2019,3/14/2019,Denver
988,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/15/2019,3/15/2019,Vancouver
989,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/16/2019,3/16/2019,Denver
990,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/17/2019,3/17/2019,Vancouver
991,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/18/2019,3/18/2019,Denver
992,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/18/2019,3/18/2019,Vancouver
993,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/20/2019,3/20/2019,Vancouver
994,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/21/2019,3/21/2019,Denver
995,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/22/2019,3/22/2019,Denver
996,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/23/2019,3/23/2019,Vancouver
997,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/24/2019,3/24/2019,Denver
998,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/24/2019,3/24/2019,Vancouver
999,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/26/2019,3/26/2019,Denver
1000,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/26/2019,3/26/2019,Vancouver
1001,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/28/2019,3/28/2019,Denver
1002,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/28/2019,3/28/2019,Vancouver
1003,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/29/2019,3/29/2019,Denver
1004,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,3/30/2019,3/30/2019,Vancouver
1005,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,3/31/2019,3/31/2019,Denver
1006,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,4/2/2019,4/2/2019,Denver
1007,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,4/2/2019,4/2/2019,Vancouver
1008,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,4/3/2019,4/3/2019,Denver
1009,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,4/4/2019,4/4/2019,Vancouver
1010,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,4/5/2019,4/5/2019,Denver
1011,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,4/6/2019,4/6/2019,Vancouver
1012,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,4/7/2019,4/7/2019,Denver
1013,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,4/9/2019,4/9/2019,Denver
1014,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,4/10/2019,4/10/2019,Denver
1015,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/31/2019,12/31/2019,Vancouver
